pl_name,hostname,pl_masse,pl_rade,ra,dec,sy_dist
"Kepler-1740 b","Kepler-1740",,3.750,293.8736630,38.9224548,1061.7700000
"Kepler-1345 b","Kepler-1345",,2.170,292.4779428,46.0228210,1355.0200000
"Kepler-1346 b","Kepler-1346",,1.327,291.8413410,45.1791850,843.7010000
"Kepler-1740 b","Kepler-1740",,3.290,293.8736630,38.9224548,1061.7700000
"Kepler-1728 b","Kepler-1728",,2.760,287.0940046,39.0607801,651.7830000
"Kepler-1944 b","Kepler-1944",,2.480,296.5105045,39.1732645,1076.4800000
"Kepler-1772 b","Kepler-1772",,,289.4381201,39.2703594,871.5640000
"Kepler-1808 b","Kepler-1808",,,287.2924737,39.3832039,1022.0100000
"Kepler-1886 b","Kepler-1886",,2.260,296.2645118,39.4059745,1059.5100000
"Kepler-1682 b","Kepler-1682",,2.889,293.9835827,39.5728474,1159.8500000
"Kepler-1857 b","Kepler-1857",,1.500,296.4557129,39.5985370,853.2750000
"Kepler-1762 b","Kepler-1762",,2.740,290.4931471,39.7855117,1663.7400000
"Kepler-1680 b","Kepler-1680",,,297.0746571,39.9338893,310.3150000
"Kepler-1962 b","Kepler-1962",,1.210,289.5483989,40.1641457,866.8260000
"Kepler-1755 b","Kepler-1755",,4.400,296.8460920,40.1385777,982.3830000
"Kepler-1896 b","Kepler-1896",,2.200,289.6785786,40.2496475,1732.9100000
"Kepler-1951 b","Kepler-1951",,1.270,290.4999139,40.2877161,1277.3200000
"Kepler-1672 b","Kepler-1672",,3.500,297.9400971,40.2785566,391.1810000
"Kepler-1800 b","Kepler-1800",,1.590,297.6513317,40.3524154,350.4550000
"Kepler-1347 b","Kepler-1347",,,299.6595903,40.8438526,
"Kepler-1348 b","Kepler-1348",,1.940,292.0874126,49.7887090,1213.8200000
"Kepler-1348 b","Kepler-1348",,,292.0874126,49.7887090,1213.8200000
"Kepler-1349 b","Kepler-1349",,0.690,286.3385562,48.7442697,276.3230000
"Kepler-1350 b","Kepler-1350",,2.900,288.2506110,46.6794847,340.6910000
"Kepler-1350 b","Kepler-1350",,2.130,288.2506110,46.6794847,340.6910000
"Kepler-1353 b","Kepler-1353",,2.030,295.7353911,42.5762317,593.3840000
"Kepler-1353 b","Kepler-1353",,2.030,295.7353911,42.5762317,593.3840000
"Kepler-224 e","Kepler-224",,1.970,290.9342679,47.3575414,782.0880000
"Kepler-1356 b","Kepler-1356",,1.450,290.9953825,43.2438792,845.2280000
"Kepler-1357 b","Kepler-1357",,1.220,291.5480665,50.3532584,1015.6900000
"Kepler-1358 b","Kepler-1358",,1.120,286.1705469,43.0089000,546.9980000
"Kepler-1358 b","Kepler-1358",,1.400,286.1705469,43.0089000,546.9980000
"Kepler-1168 b","Kepler-1168",,2.130,287.2977834,47.4554880,752.6660000
"Kepler-1169 b","Kepler-1169",,0.944,294.9115874,46.4914718,522.8230000
"Kepler-1170 b","Kepler-1170",,,292.1685422,43.7795963,1050.4500000
"Kepler-1171 b","Kepler-1171",,,294.9589285,38.5915968,573.0000000
"Kepler-1223 b","Kepler-1223",,1.459,285.2956462,44.5527542,459.9570000
"Kepler-1225 b","Kepler-1225",,1.570,290.6332748,40.1369671,1347.5200000
"Kepler-1225 b","Kepler-1225",,3.760,290.6332748,40.1369671,1347.5200000
"Kepler-306 d","Kepler-306",,2.415,288.5387145,40.6160545,775.6790000
"Kepler-306 d","Kepler-306",,2.310,288.5387145,40.6160545,775.6790000
"Kepler-306 d","Kepler-306",,,288.5387145,40.6160545,775.6790000
"Kepler-376 c","Kepler-376",,2.642,291.6071451,38.4103192,923.0670000
"Kepler-377 c","Kepler-377",,1.700,295.4220717,38.7356737,823.8040000
"Kepler-1173 b","Kepler-1173",,0.890,293.1311803,45.6634153,377.0600000
"Kepler-1173 b","Kepler-1173",,0.879,293.1311803,45.6634153,377.0600000
"Kepler-1174 b","Kepler-1174",,,281.8314296,42.2988910,1408.7500000
"Kepler-1351 b","Kepler-1351",,0.650,293.6084289,42.1978746,202.7820000
"Kepler-250 b","Kepler-250",,1.160,289.5947633,44.1418114,760.5850000
"Kepler-325 c","Kepler-325",,2.792,289.8354219,49.8256070,823.2420000
"Kepler-325 c","Kepler-325",,3.330,289.8354219,49.8256070,823.2420000
"Kepler-325 c","Kepler-325",,,289.8354219,49.8256070,823.2420000
"Kepler-325 d","Kepler-325",,3.010,289.8354219,49.8256070,823.2420000
"Kepler-84 b","Kepler-84",,,298.2520208,40.4960842,1023.9000000
"Kepler-1359 b","Kepler-1359",,3.240,289.5388180,41.8928154,614.8590000
"Kepler-770 c","Kepler-770",,1.200,286.4904589,38.3748720,930.4570000
"Kepler-770 c","Kepler-770",,,286.4904589,38.3748720,930.4570000
"Kepler-770 c","Kepler-770",,0.950,286.4904589,38.3748720,930.4570000
"Kepler-770 d","Kepler-770",,,286.4904589,38.3748720,930.4570000
"Kepler-270 c","Kepler-270",,1.710,282.2001207,44.4222795,948.7810000
"Kepler-1866 b","Kepler-1866",,2.082,286.2246453,44.6544869,976.7370000
"Kepler-1690 b","Kepler-1690",,3.300,288.1566649,41.8779417,703.7890000
"Kepler-279 d","Kepler-279",,,287.3912950,42.1948220,1037.4000000
"Kepler-282 c","Kepler-282",,,284.6772402,44.7976401,1337.6100000
"Kepler-1227 b","Kepler-1227",,2.130,287.0664109,41.8749712,623.7060000
"Kepler-383 b","Kepler-383",,,291.3426078,38.3631616,
"Kepler-487 b","Kepler-487",,11.000,295.2872318,41.2220033,872.3430000
"Kepler-385 c","Kepler-385",,3.154,294.3385109,50.3365178,1432.6100000
"Kepler-1915 b","Kepler-1915",,3.218,301.2786852,44.2505116,1514.6600000
"Kepler-1852 b","Kepler-1852",,1.880,288.0297157,40.3441934,772.4810000
"Kepler-1763 b","Kepler-1763",,0.970,294.1130368,40.3628861,756.4860000
"Kepler-1896 b","Kepler-1896",,2.560,289.6785786,40.2496475,1732.9100000
"Kepler-1322 b","Kepler-1322",,1.480,293.2045009,45.4353919,1350.3200000
"Kepler-1788 b","Kepler-1788",,1.970,291.2243829,45.7780993,560.4450000
"Kepler-1807 b","Kepler-1807",,2.140,291.5494119,44.5272788,1299.3200000
"Kepler-1315 b","Kepler-1315",,1.300,295.8215678,46.0530562,480.8690000
"Kepler-281 d","Kepler-281",,,294.1081465,44.7706524,1745.4500000
"Kepler-1828 b","Kepler-1828",,,292.4275963,37.3207616,871.8100000
"Kepler-1315 b","Kepler-1315",,,295.8215678,46.0530562,480.8690000
"Kepler-1749 b","Kepler-1749",,1.613,290.2945805,45.5645196,268.2000000
"Kepler-1802 c","Kepler-1802",,2.322,300.2420869,44.1412854,636.6940000
"Kepler-1891 b","Kepler-1891",,,290.0438524,44.3705375,596.2400000
"Kepler-383 b","Kepler-383",,1.390,291.3426078,38.3631616,
"Kepler-383 b","Kepler-383",,1.490,291.3426078,38.3631616,
"Kepler-384 b","Kepler-384",,1.946,286.0261113,44.7828571,895.6780000
"Kepler-147 b","Kepler-147",,1.330,287.9757213,39.0871680,1042.0200000
"Kepler-212 b","Kepler-212",,0.980,287.6208165,43.1416239,687.1940000
"Kepler-1175 b","Kepler-1175",,,289.1426847,46.8129656,1121.8900000
"Kepler-1175 b","Kepler-1175",,3.010,289.1426847,46.8129656,1121.8900000
"Kepler-1176 b","Kepler-1176",,1.850,297.9197240,45.2742038,864.6990000
"Kepler-1176 b","Kepler-1176",,1.900,297.9197240,45.2742038,864.6990000
"Kepler-378 b","Kepler-378",,,294.9489697,46.4388673,152.0940000
"Kepler-1074 b","Kepler-1074",,,284.4766869,46.2526781,250.8170000
"Kepler-1230 b","Kepler-1230",,2.850,283.2645129,41.7114526,1364.2200000
"Kepler-1231 b","Kepler-1231",,1.270,288.5882888,42.6056644,987.2370000
"Kepler-1232 b","Kepler-1232",,1.700,296.5500966,49.1023070,632.8650000
"Kepler-326 b","Kepler-326",,,294.3255898,46.0022646,487.6750000
"Kepler-1177 b","Kepler-1177",,1.990,286.6714813,49.4062964,1299.9700000
"Kepler-1177 b","Kepler-1177",,1.990,286.6714813,49.4062964,1299.9700000
"Kepler-1179 b","Kepler-1179",,,284.0974305,47.8104856,415.2050000
"Kepler-283 c","Kepler-283",,,293.6137413,47.8389380,468.0940000
"Kepler-283 c","Kepler-283",,38.670,293.6137413,47.8389380,468.0940000
"Kepler-283 c","Kepler-283",,1.870,293.6137413,47.8389380,468.0940000
"Kepler-1078 b","Kepler-1078",,,293.2005664,43.0500379,2481.7100000
"Kepler-1079 b","Kepler-1079",,2.036,299.5495794,45.7696769,591.0980000
"Kepler-1079 b","Kepler-1079",,1.770,299.5495794,45.7696769,591.0980000
"Kepler-1080 b","Kepler-1080",,3.630,296.4644914,49.1828952,1382.8200000
"Kepler-1080 b","Kepler-1080",,3.700,296.4644914,49.1828952,1382.8200000
"Kepler-1340 b","Kepler-1340",,,296.2328099,42.4727965,981.7790000
"Kepler-1822 b","Kepler-1822",,2.020,297.2855000,41.3055733,897.5970000
"Kepler-1902 b","Kepler-1902",,1.020,292.7376545,42.0147792,344.3370000
"Kepler-1885 b","Kepler-1885",,1.511,288.7507112,47.4909206,818.4820000
"Kepler-1813 b","Kepler-1813",,1.413,292.2399069,48.5115214,
"Kepler-1671 b","Kepler-1671",,1.050,291.7484295,39.4467817,357.0590000
"Kepler-1675 b","Kepler-1675",,2.590,283.8095478,41.0412517,651.1170000
"Kepler-1852 b","Kepler-1852",,1.630,288.0297157,40.3441934,772.4810000
"Kepler-1935 b","Kepler-1935",,64.890,296.4037783,39.7227036,904.7020000
"Kepler-1732 b","Kepler-1732",,2.880,292.2910129,37.5807686,1289.4100000
"Kepler-1757 b","Kepler-1757",,2.560,297.7397823,46.9418957,807.3080000
"Kepler-1715 b","Kepler-1715",,4.140,293.9297337,41.6029048,522.6050000
"Kepler-1898 b","Kepler-1898",,,287.2058009,38.4981903,360.9210000
"Kepler-716 b","Kepler-716",,2.790,290.3931809,43.3638577,635.0090000
"Kepler-1913 b","Kepler-1913",,1.790,290.2166890,44.7795863,876.3000000
"Kepler-1038 c","Kepler-1038",,1.170,298.9721472,44.1323499,584.1360000
"Kepler-290 b","Kepler-290",,2.250,286.4100307,42.6815137,694.6270000
"Kepler-196 c","Kepler-196",,2.240,284.9685077,42.0791214,451.3120000
"Kepler-1685 b","Kepler-1685",,3.070,296.1882618,43.9368118,1141.8900000
"Kepler-1733 b","Kepler-1733",,2.310,291.1384628,37.8592447,2080.5100000
"Kepler-196 d","Kepler-196",,,284.9685077,42.0791214,451.3120000
"Kepler-1699 b","Kepler-1699",,1.567,292.1373281,48.9171579,818.7590000
"Kepler-1720 b","Kepler-1720",,3.170,296.8086813,47.1718557,629.4450000
"Kepler-1792 b","Kepler-1792",,2.520,294.8400788,39.0859757,601.0290000
"Kepler-1725 b","Kepler-1725",,2.813,294.3735518,40.1946345,558.6520000
"Kepler-1928 b","Kepler-1928",,1.960,290.4406294,38.5235721,326.3620000
"Kepler-1600 c","Kepler-1600",,1.600,291.3993802,38.7877563,1030.8100000
"Kepler-1897 b","Kepler-1897",,2.400,294.2901043,39.1268710,983.1740000
"Kepler-1688 b","Kepler-1688",,,289.5530051,41.2978532,
"Kepler-799 b","Kepler-799",,9.801,287.1748966,44.8784754,
"Kepler-1753 b","Kepler-1753",,2.030,288.2366640,46.6058744,707.6880000
"Kepler-1712 b","Kepler-1712",,1.910,284.9986980,50.1466922,156.2640000
"Kepler-1856 b","Kepler-1856",,1.220,295.9091695,51.3478777,848.7600000
"Kepler-1809 b","Kepler-1809",,,290.2651662,40.5484937,409.6020000
"Kepler-598 c","Kepler-598",,,293.1234493,40.9348005,681.0860000
"Kepler-1764 b","Kepler-1764",,3.570,293.8799047,41.3938374,1542.4800000
"Kepler-1341 b","Kepler-1341",,2.700,280.5116813,44.1593503,476.9570000
"Kepler-213 c","Kepler-213",,,290.8241931,44.6472832,634.9390000
"Kepler-404 b","Kepler-404",,1.270,286.3985796,45.3435241,812.5240000
"Kepler-1343 b","Kepler-1343",,1.930,294.2944830,50.7253850,1756.7100000
"Kepler-1343 b","Kepler-1343",,2.110,294.2944830,50.7253850,1756.7100000
"Kepler-1233 b","Kepler-1233",,2.320,297.3750954,46.6622201,1178.7000000
"Kepler-1234 b","Kepler-1234",,,287.5220359,51.3759464,916.7490000
"Kepler-151 c","Kepler-151",,,292.1627933,41.0231947,649.9190000
"Kepler-1235 b","Kepler-1235",,0.680,284.9030677,43.9540616,540.6040000
"Kepler-1236 b","Kepler-1236",,2.140,295.6247375,42.5458739,999.6400000
"Kepler-1345 b","Kepler-1345",,,292.4779428,46.0228210,1355.0200000
"Kepler-1183 b","Kepler-1183",,,292.2324228,38.8921946,1919.1900000
"Kepler-1183 b","Kepler-1183",,,292.2324228,38.8921946,1919.1900000
"Kepler-1184 b","Kepler-1184",,2.800,291.2820310,46.9659514,1157.8400000
"Kepler-1184 b","Kepler-1184",,2.570,291.2820310,46.9659514,1157.8400000
"Kepler-1077 b","Kepler-1077",,2.797,291.0336333,42.2678448,1101.4200000
"Kepler-1238 b","Kepler-1238",,1.930,297.9057655,40.1628378,1632.1300000
"Kepler-1238 b","Kepler-1238",,2.248,297.9057655,40.1628378,1632.1300000
"Kepler-1239 b","Kepler-1239",,2.070,293.1273357,42.3200578,2140.6000000
"Kepler-1081 b","Kepler-1081",,,289.4447520,41.3179652,420.2150000
"Kepler-1082 b","Kepler-1082",,1.302,289.3586737,50.5984489,739.5570000
"Kepler-1083 b","Kepler-1083",,3.220,283.1618831,45.1983360,902.6330000
"Kepler-1084 b","Kepler-1084",,,290.1019809,48.2511460,405.5330000
"Kepler-1247 b","Kepler-1247",,2.400,294.5335974,46.6182365,1045.9200000
"Kepler-1247 b","Kepler-1247",,2.470,294.5335974,46.6182365,1045.9200000
"Kepler-1248 b","Kepler-1248",,1.020,288.0592191,51.3544564,593.0260000
"Kepler-1240 b","Kepler-1240",,1.597,282.9997682,40.5574322,862.1860000
"Kepler-1240 b","Kepler-1240",,1.290,282.9997682,40.5574322,862.1860000
"Kepler-386 c","Kepler-386",,,289.8589165,48.6938077,882.4620000
"Kepler-387 b","Kepler-387",,,287.7982699,45.6567655,801.0520000
"Kepler-1241 b","Kepler-1241",,2.400,294.5762033,38.4569588,968.7220000
"Kepler-155 c","Kepler-155",,2.290,288.4957831,51.0819286,293.4990000
"Kepler-155 c","Kepler-155",,1.760,288.4957831,51.0819286,293.4990000
"Kepler-1244 b","Kepler-1244",,,282.3012505,46.5161814,1075.8100000
"Kepler-221 b","Kepler-221",,1.490,296.6547477,46.8352242,385.2310000
"Kepler-1249 b","Kepler-1249",,2.380,296.8948517,44.3717429,1904.5400000
"Kepler-389 b","Kepler-389",,1.580,291.9600082,44.9000587,816.5590000
"Kepler-161 c","Kepler-161",,1.960,290.5164698,43.0838642,434.6320000
"Kepler-161 c","Kepler-161",,2.370,290.5164698,43.0838642,434.6320000
"Kepler-1251 b","Kepler-1251",,1.860,292.1151093,49.2563792,902.2040000
"Kepler-1252 b","Kepler-1252",,1.606,298.9503634,46.6928437,648.9790000
"Kepler-1360 b","Kepler-1360",,,300.3440482,45.6231826,1516.2700000
"Kepler-1361 b","Kepler-1361",,,283.5653603,46.9042278,389.1430000
"Kepler-1362 b","Kepler-1362",,2.350,288.5385574,40.8771276,731.2980000
"Kepler-1363 b","Kepler-1363",,,296.9964872,49.2563228,541.7140000
"Kepler-1365 b","Kepler-1365",,,292.1996573,42.0459944,840.1280000
"Kepler-1366 b","Kepler-1366",,1.566,285.0648845,41.5548464,465.8260000
"Kepler-446 b","Kepler-446",,1.500,282.2501047,44.9210020,96.3390000
"Kepler-446 b","Kepler-446",,2.610,282.2501047,44.9210020,96.3390000
"Kepler-446 b","Kepler-446",,,282.2501047,44.9210020,96.3390000
"Kepler-231 b","Kepler-231",,1.920,293.9733913,50.5318460,316.6180000
"Kepler-466 b","Kepler-466",,,295.6486585,48.4955191,530.1220000
"Kepler-759 b","Kepler-759",,,290.1314231,41.3814345,1073.4800000
"Kepler-1406 b","Kepler-1406",,,292.0818824,38.9149472,572.4030000
"Kepler-1426 b","Kepler-1426",,,292.5457096,49.4168981,1697.8100000
"Kepler-399 d","Kepler-399",,,299.5017242,40.6707669,740.5370000
"Kepler-967 b","Kepler-967",,,286.5580128,38.4052418,568.5460000
"Kepler-589 c","Kepler-589",,1.100,280.6414331,47.7520581,612.8030000
"Kepler-1755 b","Kepler-1755",,4.400,296.8460920,40.1385777,982.3830000
"Kepler-1824 b","Kepler-1824",,2.470,296.7071957,41.2036197,1040.1000000
"Kepler-1266 c","Kepler-1266",,1.940,285.8693277,42.7279996,849.3120000
"Kepler-1765 b","Kepler-1765",,,298.0144601,42.9574314,764.4560000
"Kepler-1872 b","Kepler-1872",,2.384,281.0491988,43.3225996,840.1820000
"Kepler-1882 b","Kepler-1882",,1.740,290.6640856,43.4997866,443.3710000
"Kepler-1841 b","Kepler-1841",,1.580,287.7069031,40.6852161,631.7000000
"Kepler-1959 b","Kepler-1959",,1.200,296.0223010,44.7326691,479.2630000
"Kepler-1963 b","Kepler-1963",,0.810,296.5875182,47.2071290,492.8470000
"Kepler-1957 b","Kepler-1957",,0.944,293.7114360,47.8874467,460.8990000
"Kepler-1663 b","Kepler-1663",,,290.4015156,48.8227234,337.9260000
"Kepler-1861 b","Kepler-1861",,2.230,295.8465148,49.9361586,829.9850000
"Kepler-1815 b","Kepler-1815",,2.800,300.1704720,43.9849048,1006.6300000
"Kepler-647 c","Kepler-647",,2.700,284.7882977,44.5916225,1087.8700000
"Kepler-607 b","Kepler-607",,0.863,291.0571451,44.6323060,519.1220000
"Kepler-1736 b","Kepler-1736",,2.440,289.7766991,38.2622374,1430.0000000
"Kepler-418 c","Kepler-418",,4.750,294.4335228,38.3554729,1002.5300000
"Kepler-763 c","Kepler-763",,1.230,292.1445534,47.1573604,962.4590000
"Kepler-763 b","Kepler-763",,1.220,292.1445534,47.1573604,962.4590000
"Kepler-1315 b","Kepler-1315",,1.570,295.8215678,46.0530562,480.8690000
"Kepler-1666 b","Kepler-1666",,2.570,297.9516071,46.2647024,1379.3700000
"Kepler-1774 b","Kepler-1774",,,288.5743991,40.9886069,816.5920000
"Kepler-1468 b","Kepler-1468",,1.590,293.5198289,41.2773671,1899.2400000
"Kepler-1958 b","Kepler-1958",,1.650,289.1041643,41.6901138,1320.3800000
"Kepler-1711 b","Kepler-1711",,1.923,298.1772916,42.2370289,590.2680000
"Kepler-1949 b","Kepler-1949",,0.950,293.5422586,43.0260555,2617.3500000
"Kepler-381 b","Kepler-381",,1.310,285.1828685,43.8310283,267.3230000
"Kepler-647 b","Kepler-647",,,284.7882977,44.5916225,1087.8700000
"GJ 687 b","GJ 687",,,264.1041731,68.3336741,4.5493900
"Kepler-1776 b","Kepler-1776",,,291.5344017,47.0424958,690.3360000
"Kepler-1742 b","Kepler-1742",,1.950,286.9668086,44.9924315,669.5730000
"Kepler-1700 b","Kepler-1700",,3.140,286.9497376,45.3537626,717.5970000
"Kepler-1315 b","Kepler-1315",,1.700,295.8215678,46.0530562,480.8690000
"Kepler-1753 b","Kepler-1753",,2.270,288.2366640,46.6058744,707.6880000
"HD 68988 b","HD 68988",,,124.5935429,61.4608518,60.8447000
"Kepler-783 c","Kepler-783",,,291.0628615,47.4847890,516.0900000
"Kepler-1667 b","Kepler-1667",,,283.5329505,48.0943604,626.8190000
"Kepler-1883 b","Kepler-1883",,,291.9225570,42.0025220,1377.6100000
"Kepler-1907 c","Kepler-1907",,9.050,280.7085829,47.3279236,292.1110000
"Kepler-1877 b","Kepler-1877",,0.624,294.8669240,46.7904816,285.3120000
"Kepler-1907 b","Kepler-1907",,0.830,280.7085829,47.3279236,292.1110000
"Kepler-1917 b","Kepler-1917",,1.470,294.1038932,45.0013533,909.0370000
"Kepler-1924 b","Kepler-1924",,1.200,293.7673860,42.8291562,1910.7700000
"Kepler-1762 b","Kepler-1762",,,290.4931471,39.7855117,1663.7400000
"KOI-984 b","KOI-984",,2.290,291.0489438,36.8400772,252.6670000
"Kepler-385 c","Kepler-385",,3.300,294.3385109,50.3365178,1432.6100000
"Kepler-1765 b","Kepler-1765",,2.495,298.0144601,42.9574314,764.4560000
"Kepler-84 b","Kepler-84",,,298.2520208,40.4960842,1023.9000000
"Kepler-399 b","Kepler-399",,,299.5017242,40.6707669,740.5370000
"Kepler-1620 b","Kepler-1620",,,297.2709026,46.9284743,895.0690000
"Kepler-1653 b","Kepler-1653",,2.170,296.4577020,41.2660210,
"Kepler-1653 b","Kepler-1653",,1.730,296.4577020,41.2660210,
"Kepler-1653 b","Kepler-1653",,1.840,296.4577020,41.2660210,
"Kepler-1897 b","Kepler-1897",,,294.2901043,39.1268710,983.1740000
"Kepler-1774 b","Kepler-1774",,2.880,288.5743991,40.9886069,816.5920000
"Kepler-1802 b","Kepler-1802",,1.671,300.2420869,44.1412854,636.6940000
"Kepler-1854 b","Kepler-1854",,,286.2859300,37.3869915,423.3480000
"Kepler-1735 b","Kepler-1735",,1.060,281.0503476,47.1882005,245.3030000
"HD 106252 b","HD 106252",,,183.3730583,10.0404302,38.1850000
"HD 171238 b","HD 171238",,,278.6818389,-28.0727849,44.8113000
"KOI-984 b","KOI-984",,,291.0489438,36.8400772,252.6670000
"Ross 508 b","Ross 508",,,230.9613022,17.4605347,11.2103000
"Kepler-1652 b","Kepler-1652",,1.600,294.3660313,49.9150219,
"Kepler-55 b","Kepler-55",43.00000,2.580,285.1683291,44.0264898,578.7960000
"Kepler-1406 b","Kepler-1406",,,292.0818824,38.9149472,572.4030000
"Kepler-1430 b","Kepler-1430",,,289.6975391,43.3719581,875.5230000
"Kepler-55 c","Kepler-55",69.80000,2.350,285.1683291,44.0264898,578.7960000
"Kepler-877 b","Kepler-877",,,289.8591023,46.5227429,602.1760000
"Kepler-1364 b","Kepler-1364",,,295.1521334,49.5876179,1056.9000000
"Kepler-84 d","Kepler-84",,,298.2520208,40.4960842,1023.9000000
"Kepler-399 d","Kepler-399",,,299.5017242,40.6707669,740.5370000
"Kepler-27 c","Kepler-27",,7.240,292.2367608,41.0858710,1044.3600000
"Kepler-1732 b","Kepler-1732",,,292.2910129,37.5807686,1289.4100000
"Kepler-1514 c","Kepler-1514",,1.320,292.6274943,37.8601653,397.2920000
"Kepler-1692 b","Kepler-1692",,1.020,286.9241804,47.0537092,591.0190000
"Kepler-1892 b","Kepler-1892",,1.480,299.0810070,42.0180957,851.5950000
"Kepler-913 b","Kepler-913",,2.060,297.5830564,41.9523531,991.6180000
"Kepler-1950 b","Kepler-1950",,,287.0874563,42.6686537,697.2530000
"Kepler-1878 b","Kepler-1878",,,300.7324154,44.1070231,1494.3000000
"Kepler-1956 b","Kepler-1956",,1.150,294.6208506,49.8942190,360.4680000
"Kepler-1853 b","Kepler-1853",,1.380,284.7478834,46.3735415,562.3480000
"Kepler-1756 b","Kepler-1756",,1.340,294.3649040,40.7208898,
"Kepler-462 b","Kepler-462",,,299.8211502,43.8142793,596.6250000
"Kepler-1964 b","Kepler-1964",,14.680,297.0588033,49.4784362,
"Kepler-1826 b","Kepler-1826",,1.370,292.7700072,48.8998469,336.9520000
"Kepler-534 c","Kepler-534",,1.227,296.4185696,49.5401480,570.6590000
"Kepler-607 b","Kepler-607",,0.990,291.0571451,44.6323060,519.1220000
"HD 136925 b","HD 136925",,,230.7157509,13.3663117,47.8740000
"Kepler-1880 b","Kepler-1880",,,287.8264561,40.6965988,611.0410000
"Kepler-196 c","Kepler-196",,4.280,284.9685077,42.0791214,451.3120000
"Kepler-1962 b","Kepler-1962",,1.210,289.5483989,40.1641457,866.8260000
"Kepler-1768 b","Kepler-1768",,2.540,299.9572335,44.7718851,632.7660000
"Kepler-1667 b","Kepler-1667",,3.780,283.5329505,48.0943604,626.8190000
"Kepler-1773 b","Kepler-1773",,2.560,286.2232284,38.2581676,681.2550000
"Kepler-1947 b","Kepler-1947",,1.400,296.1040313,42.3425818,468.7710000
"Kepler-647 b","Kepler-647",,1.150,284.7882977,44.5916225,1087.8700000
"Kepler-1038 b","Kepler-1038",,,298.9721472,44.1323499,584.1360000
"Kepler-1823 b","Kepler-1823",,,283.7547770,45.3351250,724.9710000
"Kepler-1723 b","Kepler-1723",,,294.4627362,46.8214022,811.2780000
"Kepler-1687 b","Kepler-1687",,1.656,289.7428363,50.7870626,417.0140000
"Kepler-1782 b","Kepler-1782",,,280.9261620,44.0878036,305.7920000
